ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA CIVIL,F,322,2,12/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,10,18,18,21,19,20,12,0,0,4.01,3.23,3.27,3.66,3.53,3.09,4.07,3.95,4.07,0,-,-
-,INGENIERIA CIVIL,M,241,1,2/10/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,13,15,13,13,13,18,17,0,21,12,0,3.35,3.29,3.08,3.27,3.46,3.31,3.73,3.89,4.23,3.83,3.83,-
-,INGENIERIA ELECTRICA,M,406,3,12/26/1997,ACTIVO,1,1,1,0,1,1,1,1,1,1,1,1,11,16,18,18,0,13,18,21,19,16,7,9,12,3.4,3.43,3.57,-,3.47,3.53,3.71,4.11,3.71,3.46,3.46,0
-,INGENIERIA CIVIL,F,331,2,6/10/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,14,18,21,20,16,3,12,0,0,3.73,3.39,3.7,3.49,4,4.03,4.45,4.53,4.45,4.2,-,-
-,INGENIERIA INDUSTRIAL,M,490,2,3/12/1995,GRADUADO,1,0,1,1,1,1,1,1,1,1,0,0,9,15,0,18,15,17,17,18,18,18,12,,,3.84,-,3.29,3.71,3.45,3.88,3.9,4.27,3.9,0,,
-,INGENIERIA CIVIL,M,337,2,10/7/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.28,1.95,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,277,2,8/31/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,18,18,16,16,16,18,17,16,18,13,10,2.96,3.53,3.03,3.05,3.26,3.6,3.64,3.33,3.72,3.76,3.76,
-,INGENIERIA CIVIL,M,326,2,2/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,16,16,16,14,18,14,15,0,0,3.63,3.7,3.55,3.74,3.59,3.91,4.32,3.98,4.02,0.82,-,-
-,INGENIERIA INDUSTRIAL,M,362,2,3/1/1988,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0.95,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,398,2,3/18/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,16,19,19,18,18,0,12,0,0,3.84,3.3,3.64,3.7,3.54,3.57,4.02,4.38,4.02,0,-,-
-,INGENIERIA CIVIL,F,400,4,11/7/1998,GRADUADO,1,1,1,1,1,1,1,1,0,0,0,0,8,17,20,5,18,16,16,17,12,0,0,0,0,3.89,4.12,4.07,3.95,4.11,4.32,4.61,5,-,-,-,-
-,INGENIERIA AMBIENTAL,M,243,1,4/9/1998,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,16,16,20,16,19,19,15,0,9,18,19,21,3.4,3.45,3.24,3.04,3.18,3.22,3.56,-,3.56,3.57,3.57,
-,INGENIERIA ELECTRONICA,M,258,4,5/4/2000,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,15,17,10,13,0,0,0,0,0,0,0,0,3.19,2.86,3.04,3.12,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,323,2,8/29/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,5,17,5,17,19,19,,17,18,15,12,12,4.15,3.99,4.01,4.13,4.44,,,4.65,4.44,4.46,4.46,
-,INGENIERIA CIVIL,F,290,1,1/6/2001,GRADUADO,1,1,1,0,1,1,1,1,1,1,1,0,10,13,17,16,0,19,19,21,18,0,9,12,,3.93,3.89,3.61,-,3.89,4.03,4.3,4.27,3.88,4.3,4.3,
-,INGENIERIA INDUSTRIAL,M,422,1,7/22/1995,ACTIVO,1,1,1,0,1,1,1,1,1,1,1,1,11,15,17,9,0,18,18,16,16,0,17,15,12,3.6,3.35,3.6,-,3.42,3.7,3.96,3.59,3.81,4.06,4.06,3.81
-,INGENIERIA CIVIL,F,331,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,16,16,19,16,15,12,12,0,0,3.76,3.9,4.24,4.38,4.49,4.39,4.59,4.44,4.14,4.4,-,-
-,INGENIERIA AMBIENTAL,F,241,3,9/5/1999,DESERTOR,1,1,1,1,1,1,1,1,1,0,0,0,9,16,18,16,19,16,19,11,15,15,0,0,0,3.75,3.16,3.31,3.48,3.14,2.26,3.18,3.14,3.18,-,-,-
-,INGENIERIA DE SISTEMAS,M,283,,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,16,14,14,14,16,6,11,14,15,15,3.17,3.55,3.58,3.31,3.38,3.19,3.98,3.73,4.19,3.51,3.51,
-,INGENIERIA CIVIL,M,,4,1/29/1979,DESERTOR,1,1,1,1,1,1,1,1,1,0,0,0,9,14,2,6,7,7,7,7,6,4,0,0,0,3.65,2.7,3.3,3.47,3.04,3.49,3.76,4.25,3.76,-,-,-
-,INGENIERIA INDUSTRIAL,F,446,2,6/5/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,,12,,12,12,0,0,3.91,3.83,4.13,4.19,4.35,4.1,4.68,4.6,4.68,0,-,-
-,INGENIERIA CIVIL,M,366,2,1/4/1999,ACTIVO,1,1,0,1,1,1,1,1,1,1,1,1,11,13,15,0,11,14,14,8,13,0,13,14,12,3.75,3.09,-,3.54,3.52,3.61,3.24,3.61,3.24,3.62,3.62,
-,INGENIERIA ELECTRICA,F,252,3,12/7/1998,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,14,12,6,12,19,19,15,0,0,14,20,21,3.37,3.23,2.71,3.2,3.07,2.93,3.29,-,3.29,3.85,3.85,
-,INGENIERIA ELECTRICA,M,424,1,11/18/1995,GRADUADO,1,1,1,1,1,1,1,1,0,0,0,0,8,15,16,19,18,20,20,16,12,0,0,0,0,4.42,3.64,3.43,3.74,3.3,3.58,3.95,0,-,-,-,-
-,INGENIERIA CIVIL,M,279,2,2/15/2000,AUSENTE,1,1,1,1,1,1,1,0,1,1,1,0,10,13,15,18,16,16,16,16,0,21,17,12,0,3.93,3.58,3.69,3.56,3.64,3.89,3.97,-,3.97,4.01,4.01,-
-,INGENIERIA ELECTRONICA,M,508,1,5/11/1993,GRADUADO,1,1,1,1,1,1,1,0,0,0,0,0,7,14,16,16,19,19,19,12,0,0,0,0,0,4.33,4.08,4.23,4.08,4.21,3.87,4.9,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,277,3,,ACTIVO,1,1,1,1,1,1,1,0,1,1,0,1,10,12,15,6,17,12,12,2,0,12,17,0,6,3.29,2.66,2.32,3.17,2.6,2.4,0.3,-,2.34,1.96,-,
-,INGENIERIA ELECTRICA,M,330,,1/0/1900,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3.34,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,308,2,1/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,16,18,17,18,17,21,11,12,0,0,4.16,3.71,3.76,4.03,3.59,3.66,3.62,4.13,3.62,4.3,-,-
-,INGENIERIA AMBIENTAL,F,,2,1/10/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.71,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,248,1,10/9/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,17,18,19,15,19,0,18,0,0,3.52,3.29,3.24,3.24,3.45,3.14,3.64,3.91,3.34,3.88,-,-
-,INGENIERIA CIVIL,M,289,1,7/15/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1.33,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,225,3,2/3/2000,ACTIVO,1,1,1,1,1,1,0,1,1,1,1,1,11,5,15,18,15,20,20,0,16,20,20,7,15,3.23,3.29,3.07,3.2,3.56,3.19,-,3.84,4.06,3.83,3.83,
-,INGENIERIA CIVIL,M,407,2,10/14/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.17,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,272,2,,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,15,17,18,17,17,0,0,0,0,0,0,0,3.35,3.15,3.4,3.1,3.12,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,,2,12/20/1991,GRADUADO,1,1,1,1,1,0,0,0,0,0,0,0,5,15,15,15,9,12,0,0,0,0,0,0,0,4.36,4.21,4.28,4.2,4.1,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,284,1,11/30/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,9,16,16,16,15,16,19,7,0,21,15,0,3.1,3.78,3.2,3.6,3.56,3.44,3.62,3.79,3.62,3.63,3.63,-
-,INGENIERIA AMBIENTAL,F,298,0,11/24/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2.36,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,257,1,6/15/1998,ACTIVO,1,1,1,1,0,1,1,1,1,1,1,1,11,13,18,16,16,0,,15,14,0,13,12,13,3.5,2.9,3.4,2.28,-,3.32,4.03,3.93,4.03,3.08,3.08,
-,INGENIERIA CIVIL,M,286,2,6/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,16,16,15,15,18,21,15,0,12,0,3.67,3.09,3.32,3.64,3.66,3.71,3.32,4.02,3.32,3.2,3.2,-
-,INGENIERIA ELECTRICA,M,354,3,7/20/1988,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,11,14,12,10,0,0,0,0,0,0,0,0,3.46,2.83,3.33,1.88,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,314,1,7/1/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.89,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,313,0,8/9/1994,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,3.59,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,261,1,2/2/2001,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.89,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,368,1,1/6/1992,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,10,0,0,0,0,0,0,0,0,0,0,3.48,2.65,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,306,2,5/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,17,15,15,5,17,5,9,0,0,3.92,3.49,3.57,3.78,3.92,4.17,3.84,4.07,3.84,3.4,-,-
-,INGENIERIA AMBIENTAL,F,302,3,2/15/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,16,18,18,16,14,13,12,0,0,3.98,3.63,3.58,4.13,4.07,4,4.15,4.38,4.34,0,-,-
-,INGENIERIA CIVIL,M,243,0,8/3/1997,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,18,0,0,0,0,0,0,0,0,0,0,2.97,1.42,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,258,3,7/27/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,12,0,0,0,0,0,0,0,0,0,0,3.38,3.14,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,343,1,2/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,16,19,12,18,0,12,0,0,4.35,4.16,4.15,4.14,4.08,3.88,4.18,4.25,4.18,0,-,-
-,INGENIERIA INDUSTRIAL,F,330,1,2/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,18,15,12,12,0,0,4.45,4.29,4.31,4.34,4.38,3.98,4.36,4.22,4.7,0,-,-
-,INGENIERIA INDUSTRIAL,M,304,2,6/16/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,14,18,11,19,19,7,6,0,16,12,14,3.27,3.25,2.85,3.38,3.3,3.22,2.99,3.35,2.99,3.57,3.57,
-,INGENIERIA INDUSTRIAL,F,315,2,8/13/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,17,18,17,19,19,12,15,6,12,0,0,4.12,3.79,4.32,3.8,4.04,3.95,4.53,4.38,4.29,0,-,-
-,INGENIERIA INDUSTRIAL,M,310,3,2/20/2001,ACTIVO,1,1,1,1,1,1,1,1,0,1,1,1,11,15,17,15,15,16,16,0,20,0,16,17,15,3.2,3.13,3.33,3.4,3.41,3.16,,3.82,-,3.73,3.73,
-,INGENIERIA ELECTRONICA,M,,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,3.49,3.21,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,277,2,7/7/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.36,2.93,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,246,3,7/27/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,20,17,18,15,20,0,15,0,0,3.75,3.47,3.09,3.71,3.36,3.29,3.7,3.88,3.29,4.28,-,-
-,INGENIERIA ELECTRONICA,M,,1,10/31/1997,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,1.92,0,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,305,2,12/31/1997,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,15,16,17,16,17,17,20,18,0,15,15,0,4.16,3.46,3.24,3.48,3.17,3.68,4.25,4.27,4.25,3.28,3.28,-
-,INGENIERIA CIVIL,M,305,3,2/13/1999,ACTIVO,1,1,1,1,0,0,1,1,1,1,1,1,10,13,13,16,10,0,,6,17,18,18,19,11,3.54,3.37,3.18,3.21,-,,4.13,3.75,4.13,3.45,3.45,
-,INGENIERIA DE SISTEMAS,M,266,2,7/20/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,4.13,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,294,2,12/15/1999,DESERTOR,1,0,1,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,0,0,0,0,0,0,3.41,-,3.27,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,342,2,10/11/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,13,17,17,17,21,21,21,12,0,0,4.09,3.22,3.76,3.19,3.27,2.88,4,4.03,4,0,-,-
-,INGENIERIA CIVIL,M,291,1,5/31/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,19,19,19,19,19,19,6,12,0,0,3.63,3.26,3.53,3.26,3.32,3.58,3.6,3.75,3.6,3.4,-,-
-,INGENIERIA CIVIL,F,284,3,1/8/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,16,16,18,18,17,16,0,12,0,0,3.71,3.28,3.51,3.61,3.88,3.93,4.06,4.53,4.06,0,-,-
-,INGENIERIA ELECTRONICA,M,309,3,12/8/1999,DESERTOR,1,1,1,1,1,1,0,0,0,0,0,0,6,5,5,17,18,14,15,0,0,0,0,0,0,3.06,3.64,3.18,3.29,3.43,2.3,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,378,1,1/6/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.05,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,285,2,6/27/2000,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,16,14,12,0,0,0,0,0,0,0,0,0,2.88,3.48,2.82,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,318,2,2/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,16,15,16,16,18,6,18,15,12,0,3.82,3.41,3.41,3.55,3.92,3.61,4.55,4.1,4.55,4.24,4.24,-
-,INGENIERIA CIVIL,M,255,2,10/25/1999,ACTIVO,1,1,1,0,1,1,0,1,1,1,1,1,10,13,5,16,0,17,17,,14,0,16,18,17,3.7,3.68,3.62,-,3.41,3.83,,3.53,3.85,3.92,3.92,
-,INGENIERIA CIVIL,M,234,2,5/31/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,2.94,2.4,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,391,2,2/10/1990,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,12,13,14,16,16,16,4,10,0,12,0,0,4.37,3.95,3.55,3.61,3.92,3.7,4,4.31,4,4,-,-
-,INGENIERIA AMBIENTAL,M,281,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,19,18,18,15,15,15,12,0,0,3.56,3.54,3.23,3.48,3.75,3.86,4.54,3.76,4.15,0,-,-
-,INGENIERIA INDUSTRIAL,F,331,2,12/3/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,20,20,12,15,12,12,0,0,3.9,3.54,3.77,3.66,3.7,3.94,4.43,4.48,4.43,0,-,-
-,INGENIERIA ELECTRICA,M,268,1,4/30/1997,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,14,12,12,13,12,0,0,0,0,0,0,0,3.38,3.22,2.82,2.78,2.91,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,312,3,5/23/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,8,10,9,13,13,13,20,21,20,21,0,3.3,3.76,3.03,3.07,3.27,3.85,3.82,4.04,4.03,4.03,4.03,-
-,INGENIERIA CIVIL,M,258,1,5/26/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,19,18,18,21,16,0,12,0,0,3.6,3.15,3.35,3.45,3.53,3.47,3.87,3.92,3.8,0,-,-
-,INGENIERIA DE SISTEMAS,M,299,0,11/19/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,3.77,0.24,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,277,1,7/2/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,5,15,5,18,18,18,18,20,0,0,12,0,4.02,3.7,2.89,3.61,3.12,3.31,3.93,4.09,3.93,-,,-
-,INGENIERIA CIVIL,M,271,3,12/17/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,5,18,18,17,18,21,16,9,11,12,14,14,3.41,3.42,3.02,3.36,3.36,2.94,3.54,3.57,3.54,3.68,3.68,
-,INGENIERIA ELECTRICA,M,353,1,8/28/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,14,15,15,17,15,16,5,6,13,19,18,11,3.83,2.87,3.15,3.26,3.08,2.65,3.92,4,3.92,3.57,3.57,
-,INGENIERIA INDUSTRIAL,F,275,2,11/3/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,14,19,15,12,12,12,0,0,3.62,3.58,3.36,3.41,3.63,3.67,4.34,4.3,3.83,0,-,-
-,INGENIERIA CIVIL,M,258,1,12/12/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,18,0,0,0,0,0,0,0,0,0,0,3.55,3.34,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,303,2,6/7/1999,DESERTOR,1,1,0,1,1,1,0,0,0,0,0,0,5,13,15,0,4,13,15,,,,,,,3.45,3.16,-,3,3.01,1.02,,,,,,
-,INGENIERIA AGROINDUSTRIAL,M,282,1,4/22/1999,DESERTOR,1,0,1,0,0,0,0,0,0,0,0,0,2,17,0,18,0,0,0,0,0,0,0,0,0,3.22,-,3.28,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,244,1,3/26/1996,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.56,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,391,2,1/2/1991,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,17,18,6,15,15,7,13,0,14,15,14,3.25,3.59,3.16,3.7,3.21,3,3.56,3.42,3.56,3.5,3.5,
-,INGENIERIA CIVIL,M,280,1,,ACTIVO,1,1,1,1,1,1,1,1,1,1,0,1,11,13,18,16,13,19,19,4,16,4,15,0,13,3.57,3.09,2.58,3.03,2.87,3.41,3.7,2.81,3.56,2.05,-,
-,INGENIERIA CIVIL,M,159,2,9/3/1997,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,20,21,21,16,17,18,0,12,11,15,15,0,3.27,3.19,3.39,3.1,2.7,3.7,3.39,3.28,,3.48,3.48,-
-,INGENIERIA INDUSTRIAL,M,580,3,3/12/1994,GRADUADO,1,1,1,1,1,1,1,0,1,0,0,0,8,13,18,18,18,18,18,21,0,0,0,0,0,3.73,3.87,3.74,4.14,3.69,3.88,4.16,-,4.2,-,-,-
-,INGENIERIA CIVIL,M,283,2,8/20/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0.84,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,231,0,7/31/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1.93,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,289,2,4/24/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,13,13,13,13,13,14,0,12,10,16,17,4.01,3.38,3.27,3.53,3.73,3.58,4.09,-,4.15,4.26,4.26,
-,INGENIERIA CIVIL,M,376,3,,GRADUADO,1,1,1,1,1,0,0,0,0,0,0,0,5,19,19,19,11,12,0,0,0,0,0,0,0,3.32,3.15,3.57,3.53,4.8,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,294,4,4/6/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,16,17,16,19,19,19,15,19,15,15,12,0,3.15,3.21,3.33,3.29,3.4,3.38,4.13,3.85,4.13,3.6,3.6,-
-,INGENIERIA DE SISTEMAS,M,293,1,3/5/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,16,17,16,15,21,19,21,19,9,12,0,4.39,3.47,3.72,3.96,3.72,4.16,4.11,4.27,4.11,4.3,4.3,-
-,INGENIERIA DE SISTEMAS,M,310,2,6/5/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,3.55,2.59,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,284,1,6/16/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,15,9,,13,,15,13,11,12,3.63,3.49,3.46,3.29,3.97,3.32,3.87,4.3,3.87,3.77,3.77,
-,INGENIERIA ELECTRONICA,M,,3,10/26/1992,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,14,16,0,0,0,0,0,0,0,0,0,0,3.66,3.75,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,309,3,4/23/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.5,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,289,3,3/30/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,15,18,16,16,19,18,18,0,12,0,0,4.3,3.89,3.78,4.09,4.39,4.32,4.45,4.44,4.43,4.5,-,-
-,INGENIERIA CIVIL,M,307,1,7/7/2000,GRADUADO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,15,18,17,16,16,20,0,0,17,12,12,3.77,3.75,3.13,3.34,3.46,3.22,3.88,-,3.88,3.86,3.86,0
-,INGENIERIA CIVIL,M,347,1,5/18/1998,ACTIVO,1,1,1,1,1,0,1,1,1,1,1,1,11,13,15,0,13,0,18,9,10,0,12,13,6,3.18,3.23,,3.23,-,,3.73,3.48,3.73,3.63,3.63,
-,INGENIERIA AMBIENTAL,F,397,1,1/17/1995,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,16,18,0,0,0,0,0,0,0,0,0,0,3.47,3.39,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,332,2,8/22/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,19,15,17,17,20,16,18,0,19,15,0,3.07,3.21,3.11,3.22,3.32,3.75,4,4,4.27,4.05,4.05,-
-,INGENIERIA CIVIL,M,241,3,10/8/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,13,18,18,18,17,17,12,10,3,12,3.6,3.03,3.36,3.49,3.33,3.27,3.87,4.18,3.84,3.97,3.97,0
-,INGENIERIA CIVIL,M,268,4,6/30/2000,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,13,13,17,18,18,8,0,0,13,4,14,2.39,3.52,2.69,3.09,1.84,3.6,2.94,-,3.09,3.18,3.18,
-,INGENIERIA CIVIL,M,328,3,10/24/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.57,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,266,2,5/22/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,15,17,16,15,19,19,18,0,0,17,11,12,3.37,2.96,3.09,3.34,3.22,2.96,3.62,-,3.62,3.65,3.65,
-,INGENIERIA CIVIL,M,357,2,4/10/1999,ACTIVO,1,1,1,1,1,1,1,1,1,0,1,1,11,13,15,13,16,16,16,14,12,0,0,18,8,3.82,3.46,2.98,3.17,3.7,3.54,3.81,3.35,3.81,-,,
